Division,Category,Gene_Symbol
Matrisome-associated,Secreted factors,ANGPTL3
Matrisome-associated,Secreted factors,ANGPTL4
Matrisome-associated,Secreted factors,ANGPTL5
Matrisome-associated,Secreted factors,ANGPTL6
Matrisome-associated,Secreted factors,ANGPTL7
Matrisome-associated,Secreted factors,AREG
Matrisome-associated,Secreted factors,ARTN
Matrisome-associated,Secreted factors,BDNF
Matrisome-associated,Secreted factors,BMP10
Matrisome-associated,Secreted factors,BMP15
Matrisome-associated,Secreted factors,BMP2
Matrisome-associated,Secreted factors,BMP3
Matrisome-associated,Secreted factors,BMP4
Matrisome-associated,Secreted factors,BMP5
Matrisome-associated,Secreted factors,BMP6
Matrisome-associated,Secreted factors,BMP7
Matrisome-associated,Secreted factors,BMP8A
Matrisome-associated,Secreted factors,BMP8B
Matrisome-associated,Secreted factors,BRINP2
Matrisome-associated,Secreted factors,BRINP3
Matrisome-associated,Secreted factors,BTC
Matrisome-associated,Secreted factors,C1QTNF9B
Matrisome-associated,Secreted factors,CBLN1
Matrisome-associated,Secreted factors,CBLN2
Matrisome-associated,Secreted factors,CBLN3
Matrisome-associated,Secreted factors,CBLN4
Matrisome-associated,Secreted factors,CCBE1
Matrisome-associated,Secreted factors,CCL1
Matrisome-associated,Secreted factors,CCL11
Matrisome-associated,Secreted factors,CCL13
Matrisome-associated,Secreted factors,CCL14
Matrisome-associated,Secreted factors,CCL15
Matrisome-associated,Secreted factors,CCL16
Matrisome-associated,Secreted factors,CCL17
Matrisome-associated,Secreted factors,CCL18
Matrisome-associated,Secreted factors,CCL19
Matrisome-associated,Secreted factors,CCL2
Matrisome-associated,Secreted factors,CCL20
Matrisome-associated,Secreted factors,CCL21
Matrisome-associated,Secreted factors,CCL22
Matrisome-associated,Secreted factors,CCL23
Matrisome-associated,Secreted factors,CCL24
Matrisome-associated,Secreted factors,CCL25
Matrisome-associated,Secreted factors,CCL26
Matrisome-associated,Secreted factors,CCL27
Matrisome-associated,Secreted factors,CCL28
Matrisome-associated,Secreted factors,CCL3
Matrisome-associated,Secreted factors,CCL3L3
Matrisome-associated,Secreted factors,CCL4
Matrisome-associated,Secreted factors,CCL4L1
Matrisome-associated,Secreted factors,CCL4L2
Matrisome-associated,Secreted factors,CCL5
Matrisome-associated,Secreted factors,CCL7
Matrisome-associated,Secreted factors,CCL8
Matrisome-associated,Secreted factors,CFC1
Matrisome-associated,Secreted factors,CFC1B
Matrisome-associated,Secreted factors,CHRD
Matrisome-associated,Secreted factors,CHRDL1
Matrisome-associated,Secreted factors,CHRDL2
Matrisome-associated,Secreted factors,CLCF1
Matrisome-associated,Secreted factors,CNTF
Matrisome-associated,Secreted factors,CRHBP
Matrisome-associated,Secreted factors,CRLF1
Matrisome-associated,Secreted factors,CRLF3
Matrisome-associated,Secreted factors,CRNN
Matrisome-associated,Secreted factors,CSF1
Matrisome-associated,Secreted factors,CSF2
Matrisome-associated,Secreted factors,CSF3
Matrisome-associated,Secreted factors,CSH1
Matrisome-associated,Secreted factors,CSH2
Matrisome-associated,Secreted factors,CSHL1
Matrisome-associated,Secreted factors,CTF1
Matrisome-associated,Secreted factors,CX3CL1
Matrisome-associated,Secreted factors,CXCL1
Matrisome-associated,Secreted factors,CXCL10
Matrisome-associated,Secreted factors,CXCL11
Matrisome-associated,Secreted factors,CXCL12
Matrisome-associated,Secreted factors,CXCL13
Matrisome-associated,Secreted factors,CXCL14
Matrisome-associated,Secreted factors,CXCL2
Matrisome-associated,Secreted factors,CXCL3
Matrisome-associated,Secreted factors,CXCL5
Matrisome-associated,Secreted factors,CXCL6
Matrisome-associated,Secreted factors,CXCL8
Matrisome-associated,Secreted factors,CXCL9
Matrisome-associated,Secreted factors,DHH
Matrisome-associated,Secreted factors,EBI3
Matrisome-associated,Secreted factors,EDA
Matrisome-associated,Secreted factors,EGF
Matrisome-associated,Secreted factors,EGFL6
Matrisome-associated,Secreted factors,EGFL7
Matrisome-associated,Secreted factors,EGFL8
Matrisome-associated,Secreted factors,EPGN
Matrisome-associated,Secreted factors,EPO
Matrisome-associated,Secreted factors,EREG
Matrisome-associated,Secreted factors,FASLG
Matrisome-associated,Secreted factors,FGF1
Matrisome-associated,Secreted factors,FGF10
Matrisome-associated,Secreted factors,FGF11
Matrisome-associated,Secreted factors,FGF12
Matrisome-associated,Secreted factors,FGF13
Matrisome-associated,Secreted factors,FGF14
Matrisome-associated,Secreted factors,FGF16
Matrisome-associated,Secreted factors,FGF17
Matrisome-associated,Secreted factors,FGF18
Matrisome-associated,Secreted factors,FGF19
Matrisome-associated,Secreted factors,FGF2
Matrisome-associated,Secreted factors,FGF20
Matrisome-associated,Secreted factors,FGF21
Matrisome-associated,Secreted factors,FGF22
Matrisome-associated,Secreted factors,FGF23
Matrisome-associated,Secreted factors,FGF3
Matrisome-associated,Secreted factors,FGF4
Matrisome-associated,Secreted factors,FGF5
Matrisome-associated,Secreted factors,FGF6
Matrisome-associated,Secreted factors,FGF7
Matrisome-associated,Secreted factors,FGF8
Matrisome-associated,Secreted factors,FGF9
Matrisome-associated,Secreted factors,FGFBP1
Matrisome-associated,Secreted factors,FGFBP2
Matrisome-associated,Secreted factors,FGFBP3
Matrisome-associated,Secreted factors,FIGF
Matrisome-associated,Secreted factors,FLG
Matrisome-associated,Secreted factors,FLG2
Matrisome-associated,Secreted factors,FLT3LG
Matrisome-associated,Secreted factors,FRZB
Matrisome-associated,Secreted factors,FST
Matrisome-associated,Secreted factors,FSTL1
Matrisome-associated,Secreted factors,FSTL3
Matrisome-associated,Secreted factors,GDF1
Matrisome-associated,Secreted factors,GDF10
Matrisome-associated,Secreted factors,GDF11
Matrisome-associated,Secreted factors,GDF15
Matrisome-associated,Secreted factors,GDF2
Matrisome-associated,Secreted factors,GDF3
Matrisome-associated,Secreted factors,GDF5
Matrisome-associated,Secreted factors,GDF6
Matrisome-associated,Secreted factors,GDF7
Matrisome-associated,Secreted factors,GDF9
Matrisome-associated,Secreted factors,GDNF
Matrisome-associated,Secreted factors,GH1
Matrisome-associated,Secreted factors,GH2
Matrisome-associated,Secreted factors,HBEGF
Matrisome-associated,Secreted factors,HCFC1
Matrisome-associated,Secreted factors,HCFC2
Matrisome-associated,Secreted factors,HGF
Matrisome-associated,Secreted factors,HGFAC
Matrisome-associated,Secreted factors,HHIP
Matrisome-associated,Secreted factors,HRNR
Matrisome-associated,Secreted factors,IFNA1
Matrisome-associated,Secreted factors,IFNA10
Matrisome-associated,Secreted factors,IFNA13
Matrisome-associated,Secreted factors,IFNA14
Matrisome-associated,Secreted factors,IFNA16
Matrisome-associated,Secreted factors,IFNA17
Matrisome-associated,Secreted factors,IFNA2
Matrisome-associated,Secreted factors,IFNA21
Matrisome-associated,Secreted factors,IFNA4
Matrisome-associated,Secreted factors,IFNA5
Matrisome-associated,Secreted factors,IFNA6
Matrisome-associated,Secreted factors,IFNA7
Matrisome-associated,Secreted factors,IFNA8
Matrisome-associated,Secreted factors,IFNB1
Matrisome-associated,Secreted factors,IFNE
Matrisome-associated,Secreted factors,IFNG
Matrisome-associated,Secreted factors,IFNK
Matrisome-associated,Secreted factors,IFNW1
Matrisome-associated,Secreted factors,IGF1
Matrisome-associated,Secreted factors,IGF2
Matrisome-associated,Secreted factors,IHH
Matrisome-associated,Secreted factors,IL10
Matrisome-associated,Secreted factors,IL11
Matrisome-associated,Secreted factors,IL12A
Matrisome-associated,Secreted factors,IL12B
Matrisome-associated,Secreted factors,IL13
Matrisome-associated,Secreted factors,IL15
Matrisome-associated,Secreted factors,IL16
Matrisome-associated,Secreted factors,IL17A
Matrisome-associated,Secreted factors,IL17B
Matrisome-associated,Secreted factors,IL17C
Matrisome-associated,Secreted factors,IL17D
Matrisome-associated,Secreted factors,IL17F
Matrisome-associated,Secreted factors,IL18
Matrisome-associated,Secreted factors,IL19
Matrisome-associated,Secreted factors,IL1A
Matrisome-associated,Secreted factors,IL1B
Matrisome-associated,Secreted factors,IL1F10
Matrisome-associated,Secreted factors,IL1F5
Matrisome-associated,Secreted factors,IL1F6
Matrisome-associated,Secreted factors,IL1F7
Matrisome-associated,Secreted factors,IL1F8
Matrisome-associated,Secreted factors,IL1F9
Matrisome-associated,Secreted factors,IL1RN
Matrisome-associated,Secreted factors,IL2
Matrisome-associated,Secreted factors,IL20
Matrisome-associated,Secreted factors,IL22
Matrisome-associated,Secreted factors,IL23A
Matrisome-associated,Secreted factors,IL24
Matrisome-associated,Secreted factors,IL25
Matrisome-associated,Secreted factors,IL26
Matrisome-associated,Secreted factors,IL3
Matrisome-associated,Secreted factors,IL34
Matrisome-associated,Secreted factors,IL4
Matrisome-associated,Secreted factors,IL5
Matrisome-associated,Secreted factors,IL6
Matrisome-associated,Secreted factors,IL7
Matrisome-associated,Secreted factors,IL9
Matrisome-associated,Secreted factors,INHA
Matrisome-associated,Secreted factors,INHBA
Matrisome-associated,Secreted factors,INHBB
Matrisome-associated,Secreted factors,INHBC
Matrisome-associated,Secreted factors,INHBE
Matrisome-associated,Secreted factors,INS
Matrisome-associated,Secreted factors,INS-IGF2
Matrisome-associated,Secreted factors,INSL3
Matrisome-associated,Secreted factors,INSL5
Matrisome-associated,Secreted factors,INSL6
Matrisome-associated,Secreted factors,ISM1
Matrisome-associated,Secreted factors,ISM2
Matrisome-associated,Secreted factors,KITLG
Matrisome-associated,Secreted factors,LEFTY1
Matrisome-associated,Secreted factors,LEFTY2
Matrisome-associated,Secreted factors,LEP
Matrisome-associated,Secreted factors,LIF
Matrisome-associated,Secreted factors,LTA
Matrisome-associated,Secreted factors,LTB
Matrisome-associated,Secreted factors,MDK
Matrisome-associated,Secreted factors,MEGF10
Matrisome-associated,Secreted factors,MEGF11
Matrisome-associated,Secreted factors,MEGF6
Matrisome-associated,Secreted factors,MEGF8
Matrisome-associated,Secreted factors,MEGF9
Matrisome-associated,Secreted factors,MST1
Matrisome-associated,Secreted factors,MST1L
Matrisome-associated,Secreted factors,MSTN
Matrisome-associated,Secreted factors,NGF
Matrisome-associated,Secreted factors,NODAL
Matrisome-associated,Secreted factors,NRG1
Matrisome-associated,Secreted factors,NRG2
Matrisome-associated,Secreted factors,NRG3
Matrisome-associated,Secreted factors,NRG4
Matrisome-associated,Secreted factors,NRTN
Matrisome-associated,Secreted factors,NTF3
Matrisome-associated,Secreted factors,NTF4
Matrisome-associated,Secreted factors,OSM
Matrisome-associated,Secreted factors,PDGFA
Matrisome-associated,Secreted factors,PDGFB
Matrisome-associated,Secreted factors,PDGFC
Matrisome-associated,Secreted factors,PDGFD
Matrisome-associated,Secreted factors,PF4
Matrisome-associated,Secreted factors,PF4V1
Matrisome-associated,Secreted factors,PGF
Matrisome-associated,Secreted factors,PIK3IP1
Matrisome-associated,Secreted factors,PPBP
Matrisome-associated,Secreted factors,PRL
Matrisome-associated,Secreted factors,PSPN
Matrisome-associated,Secreted factors,PTN
Matrisome-associated,Secreted factors,RPTN
Matrisome-associated,Secreted factors,S100A1
Matrisome-associated,Secreted factors,S100A10
Matrisome-associated,Secreted factors,S100A11
Matrisome-associated,Secreted factors,S100A12
Matrisome-associated,Secreted factors,S100A13
Matrisome-associated,Secreted factors,S100A14
Matrisome-associated,Secreted factors,S100A16
Matrisome-associated,Secreted factors,S100A2
Matrisome-associated,Secreted factors,S100A3
Matrisome-associated,Secreted factors,S100A4
Matrisome-associated,Secreted factors,S100A5
Matrisome-associated,Secreted factors,S100A6
Matrisome-associated,Secreted factors,S100A7
Matrisome-associated,Secreted factors,S100A7A
Matrisome-associated,Secreted factors,S100A7L2
Matrisome-associated,Secreted factors,S100A8
Matrisome-associated,Secreted factors,S100A9
Matrisome-associated,Secreted factors,S100B
Matrisome-associated,Secreted factors,S100G
Matrisome-associated,Secreted factors,S100P
Matrisome-associated,Secreted factors,S100Z
Matrisome-associated,Secreted factors,SCUBE1
Matrisome-associated,Secreted factors,SCUBE2
Matrisome-associated,Secreted factors,SCUBE3
Matrisome-associated,Secreted factors,SFRP1
Matrisome-associated,Secreted factors,SFRP2
Matrisome-associated,Secreted factors,SFRP4
Matrisome-associated,Secreted factors,SFRP5
Matrisome-associated,Secreted factors,SHH
Matrisome-associated,Secreted factors,TCHH
Matrisome-associated,Secreted factors,TCHHL1
Matrisome-associated,Secreted factors,TDGF1
Matrisome-associated,Secreted factors,TGFA
Matrisome-associated,Secreted factors,TGFB1
Matrisome-associated,Secreted factors,TGFB2
Matrisome-associated,Secreted factors,TGFB3
Matrisome-associated,Secreted factors,THPO
Matrisome-associated,Secreted factors,TNF
Matrisome-associated,Secreted factors,TNFSF10
Matrisome-associated,Secreted factors,TNFSF11
Matrisome-associated,Secreted factors,TNFSF12
Matrisome-associated,Secreted factors,TNFSF13
Matrisome-associated,Secreted factors,TNFSF13B
Matrisome-associated,Secreted factors,TNFSF14
Matrisome-associated,Secreted factors,TNFSF15
Matrisome-associated,Secreted factors,TNFSF18
Matrisome-associated,Secreted factors,TNFSF4
Matrisome-associated,Secreted factors,TNFSF8
Matrisome-associated,Secreted factors,TNFSF9
Matrisome-associated,Secreted factors,TPO
Matrisome-associated,Secreted factors,VEGFA
Matrisome-associated,Secreted factors,VEGFB
Matrisome-associated,Secreted factors,VEGFC
Matrisome-associated,Secreted factors,VWC2
Matrisome-associated,Secreted factors,VWC2L
Matrisome-associated,Secreted factors,WFIKKN1
Matrisome-associated,Secreted factors,WFIKKN2
Matrisome-associated,Secreted factors,WIF1
Matrisome-associated,Secreted factors,WNT1
Matrisome-associated,Secreted factors,WNT10A
Matrisome-associated,Secreted factors,WNT10B
Matrisome-associated,Secreted factors,WNT11
Matrisome-associated,Secreted factors,WNT16
Matrisome-associated,Secreted factors,WNT2
Matrisome-associated,Secreted factors,WNT2B
Matrisome-associated,Secreted factors,WNT3
Matrisome-associated,Secreted factors,WNT3A
Matrisome-associated,Secreted factors,WNT4
Matrisome-associated,Secreted factors,WNT5A
Matrisome-associated,Secreted factors,WNT5B
Matrisome-associated,Secreted factors,WNT6
Matrisome-associated,Secreted factors,WNT7A
Matrisome-associated,Secreted factors,WNT7B
Matrisome-associated,Secreted factors,WNT8A
Matrisome-associated,Secreted factors,WNT8B
Matrisome-associated,Secreted factors,WNT9A
Matrisome-associated,Secreted factors,WNT9B
Matrisome-associated,Secreted factors,XCL1
Matrisome-associated,Secreted factors,XCL2
Matrisome-associated,Secreted factors,ZFP91
Matrisome-associated,Secreted factors,CCL12
Matrisome-associated,Secreted factors,CCL21A
Matrisome-associated,Secreted factors,CCL21B
Matrisome-associated,Secreted factors,CCL21C
Matrisome-associated,Secreted factors,CCL27A
Matrisome-associated,Secreted factors,CCL6
Matrisome-associated,Secreted factors,CCL9
Matrisome-associated,Secreted factors,CTF2
Matrisome-associated,Secreted factors,CXCL15
Matrisome-associated,Secreted factors,FAM132A
Matrisome-associated,Secreted factors,FAM132B
Matrisome-associated,Secreted factors,FASL
Matrisome-associated,Secreted factors,FGF15
Matrisome-associated,Secreted factors,FLT3L
Matrisome-associated,Secreted factors,GH
Matrisome-associated,Secreted factors,GM13271
Matrisome-associated,Secreted factors,GM13272
Matrisome-associated,Secreted factors,GM13275
Matrisome-associated,Secreted factors,GM13276
Matrisome-associated,Secreted factors,GM13277
Matrisome-associated,Secreted factors,GM13278
Matrisome-associated,Secreted factors,GM13279
Matrisome-associated,Secreted factors,GM13283
Matrisome-associated,Secreted factors,GM13285
Matrisome-associated,Secreted factors,GM13287
Matrisome-associated,Secreted factors,GM13288
Matrisome-associated,Secreted factors,GM13289
Matrisome-associated,Secreted factors,GM13290
Matrisome-associated,Secreted factors,GM13306
Matrisome-associated,Secreted factors,GM5849
Matrisome-associated,Secreted factors,IFNA11
Matrisome-associated,Secreted factors,IFNA12
Matrisome-associated,Secreted factors,IFNA15
Matrisome-associated,Secreted factors,IFNA9
Matrisome-associated,Secreted factors,IFNAB
Matrisome-associated,Secreted factors,IFNZ
Matrisome-associated,Secreted factors,INS1
Matrisome-associated,Secreted factors,INS2
Matrisome-associated,Secreted factors,KITL
Matrisome-associated,Secreted factors,NTF5
Matrisome-associated,Secreted factors,PRL2A1
Matrisome-associated,Secreted factors,PRL2B1
Matrisome-associated,Secreted factors,PRL2C1
Matrisome-associated,Secreted factors,PRL2C2
Matrisome-associated,Secreted factors,PRL2C3
Matrisome-associated,Secreted factors,PRL2C4
Matrisome-associated,Secreted factors,PRL2C5
Matrisome-associated,Secreted factors,PRL3A1
Matrisome-associated,Secreted factors,PRL3B1
Matrisome-associated,Secreted factors,PRL3C1
Matrisome-associated,Secreted factors,PRL3D1
Matrisome-associated,Secreted factors,PRL3D2
Matrisome-associated,Secreted factors,PRL3D3
Matrisome-associated,Secreted factors,PRL4A1
Matrisome-associated,Secreted factors,PRL5A1
Matrisome-associated,Secreted factors,PRL6A1
Matrisome-associated,Secreted factors,PRL7A1
Matrisome-associated,Secreted factors,PRL7A2
Matrisome-associated,Secreted factors,PRL7B1
Matrisome-associated,Secreted factors,PRL7C1
Matrisome-associated,Secreted factors,PRL7D1
Matrisome-associated,Secreted factors,PRL8A1
Matrisome-associated,Secreted factors,PRL8A2
Matrisome-associated,Secreted factors,PRL8A6
Matrisome-associated,Secreted factors,PRL8A8
Matrisome-associated,Secreted factors,PRL8A9
Matrisome-associated,Secreted factors,TNFSF12TNFSF13